infinitive,is_reflexive,verb_ending,stem,mood,tense,person,conjugation
oponer,False,er,opon,subjuntivo,futuro perfecto,2s,hubieres opuesto
oponer,False,er,opon,subjuntivo,futuro perfecto,3s,hubiere opuesto
oponer,False,er,opon,subjuntivo,futuro perfecto,1p,hubiéremos opuesto
oponer,False,er,opon,subjuntivo,futuro perfecto,2p,hubiereis opuesto
oponer,False,er,opon,subjuntivo,futuro perfecto,3p,hubieren opuesto
oponer,False,er,opon,subjuntivo,pluscuamperfecto,1s,hubiera opuesto
oponer,False,er,opon,subjuntivo,pluscuamperfecto,2s,hubieras opuesto
oponer,False,er,opon,subjuntivo,pluscuamperfecto,3s,hubiera opuesto
oponer,False,er,opon,subjuntivo,pluscuamperfecto,1p,hubiéramos opuesto
oponer,False,er,opon,subjuntivo,pluscuamperfecto,2p,hubierais opuesto
oponer,False,er,opon,subjuntivo,pluscuamperfecto,3p,hubieran opuesto
oponer,False,er,opon,imperativo afirmativo,presente,1s,
oponer,False,er,opon,imperativo afirmativo,presente,2s,opón
oponer,False,er,opon,imperativo afirmativo,presente,3s,oponed
oponer,False,er,opon,imperativo afirmativo,presente,1p,
oponer,False,er,opon,imperativo afirmativo,presente,2p,oponga
oponer,False,er,opon,imperativo afirmativo,presente,3p,opongan
oponer,False,er,opon,imperativo negativo,presente,1s,
oponer,False,er,opon,imperativo negativo,presente,2s,no opongas
oponer,False,er,opon,imperativo negativo,presente,3s,no opongáis
oponer,False,er,opon,imperativo negativo,presente,1p,
oponer,False,er,opon,imperativo negativo,presente,2p,no oponga
oponer,False,er,opon,imperativo negativo,presente,3p,no opongan
oponerse,True,er,opon,indicativo,presente,1s,me opongo
oponerse,True,er,opon,indicativo,presente,2s,te opones
oponerse,True,er,opon,indicativo,presente,3s,se opone
oponerse,True,er,opon,indicativo,presente,1p,nos oponemos
oponerse,True,er,opon,indicativo,presente,2p,os oponéis
oponerse,True,er,opon,indicativo,presente,3p,se oponen
oponerse,True,er,opon,indicativo,futuro,1s,me opondré
oponerse,True,er,opon,indicativo,futuro,2s,te opondrás
oponerse,True,er,opon,indicativo,futuro,3s,se opondrá
oponerse,True,er,opon,indicativo,futuro,1p,nos opondremos
oponerse,True,er,opon,indicativo,futuro,2p,os opondréis
oponerse,True,er,opon,indicativo,futuro,3p,se opondrán
oponerse,True,er,opon,indicativo,imperfecto,1s,me oponía
oponerse,True,er,opon,indicativo,imperfecto,2s,te oponías
oponerse,True,er,opon,indicativo,imperfecto,3s,se oponía
oponerse,True,er,opon,indicativo,imperfecto,1p,nos oponíamos
oponerse,True,er,opon,indicativo,imperfecto,2p,os oponíais
oponerse,True,er,opon,indicativo,imperfecto,3p,se oponían
oponerse,True,er,opon,indicativo,pretérito,1s,me opuse
oponerse,True,er,opon,indicativo,pretérito,2s,te opusiste
oponerse,True,er,opon,indicativo,pretérito,3s,se opuso
oponerse,True,er,opon,indicativo,pretérito,1p,nos opusimos
oponerse,True,er,opon,indicativo,pretérito,2p,os opusisteis
oponerse,True,er,opon,indicativo,pretérito,3p,se opusieron
oponerse,True,er,opon,indicativo,condicional,1s,me opondría
oponerse,True,er,opon,indicativo,condicional,2s,te opondrías
oponerse,True,er,opon,indicativo,condicional,3s,se opondría
oponerse,True,er,opon,indicativo,condicional,1p,nos opondríamos
oponerse,True,er,opon,indicativo,condicional,2p,os opondríais
oponerse,True,er,opon,indicativo,condicional,3p,se opondrían
oponerse,True,er,opon,indicativo,presente perfecto,1s,me he opuesto
oponerse,True,er,opon,indicativo,presente perfecto,2s,te has opuesto
oponerse,True,er,opon,indicativo,presente perfecto,3s,se ha opuesto
oponerse,True,er,opon,indicativo,presente perfecto,1p,nos hemos opuesto
oponerse,True,er,opon,indicativo,presente perfecto,2p,os habéis opuesto
oponerse,True,er,opon,indicativo,presente perfecto,3p,se han opuesto
oponerse,True,er,opon,indicativo,futuro perfecto,1s,me habré opuesto
oponerse,True,er,opon,indicativo,futuro perfecto,2s,te habrás opuesto
oponerse,True,er,opon,indicativo,futuro perfecto,3s,se habrá opuesto
oponerse,True,er,opon,indicativo,futuro perfecto,1p,nos habremos opuesto
oponerse,True,er,opon,indicativo,futuro perfecto,2p,os habréis opuesto
oponerse,True,er,opon,indicativo,futuro perfecto,3p,se habrán opuesto
oponerse,True,er,opon,indicativo,pluscuamperfecto,1s,me había opuesto
oponerse,True,er,opon,indicativo,pluscuamperfecto,2s,te habías opuesto
oponerse,True,er,opon,indicativo,pluscuamperfecto,3s,se había opuesto
oponerse,True,er,opon,indicativo,pluscuamperfecto,1p,nos habíamos opuesto
oponerse,True,er,opon,indicativo,pluscuamperfecto,2p,os habíais opuesto
oponerse,True,er,opon,indicativo,pluscuamperfecto,3p,se habían opuesto
oponerse,True,er,opon,indicativo,condicional perfecto,1s,me habría opuesto
oponerse,True,er,opon,indicativo,condicional perfecto,2s,te habrías opuesto
oponerse,True,er,opon,indicativo,condicional perfecto,3s,se habría opuesto
oponerse,True,er,opon,indicativo,condicional perfecto,1p,nos habríamos opuesto
oponerse,True,er,opon,indicativo,condicional perfecto,2p,os habríais opuesto
oponerse,True,er,opon,indicativo,condicional perfecto,3p,se habrían opuesto
oponerse,True,er,opon,subjuntivo,presente,1s,me oponga
oponerse,True,er,opon,subjuntivo,presente,2s,te opongas
oponerse,True,er,opon,subjuntivo,presente,3s,se oponga
oponerse,True,er,opon,subjuntivo,presente,1p,nos opongamos
oponerse,True,er,opon,subjuntivo,presente,2p,os opongáis
oponerse,True,er,opon,subjuntivo,presente,3p,se opongan
oponerse,True,er,opon,subjuntivo,imperfecto,1s,me opusiera
oponerse,True,er,opon,subjuntivo,imperfecto,2s,te opusieras
oponerse,True,er,opon,subjuntivo,imperfecto,3s,se opusiera
oponerse,True,er,opon,subjuntivo,imperfecto,1p,nos opusiéramos
oponerse,True,er,opon,subjuntivo,imperfecto,2p,os opusierais
oponerse,True,er,opon,subjuntivo,imperfecto,3p,se opusieran
oponerse,True,er,opon,subjuntivo,futuro,1s,me opusiere
oponerse,True,er,opon,subjuntivo,futuro,2s,te opusieres
oponerse,True,er,opon,subjuntivo,futuro,3s,se opusiere
oponerse,True,er,opon,subjuntivo,futuro,1p,nos opusiéremos
oponerse,True,er,opon,subjuntivo,futuro,2p,os opusiereis
oponerse,True,er,opon,subjuntivo,futuro,3p,se opusieren
oponerse,True,er,opon,subjuntivo,presente perfecto,1s,me haya opuesto
oponerse,True,er,opon,subjuntivo,presente perfecto,2s,te hayas opuesto
oponerse,True,er,opon,subjuntivo,presente perfecto,3s,se haya opuesto
oponerse,True,er,opon,subjuntivo,presente perfecto,1p,nos hayamos opuesto
oponerse,True,er,opon,subjuntivo,presente perfecto,2p,os hayáis opuesto
oponerse,True,er,opon,subjuntivo,presente perfecto,3p,se hayan opuesto
oponerse,True,er,opon,subjuntivo,futuro perfecto,1s,me hubiere opuesto
oponerse,True,er,opon,subjuntivo,futuro perfecto,2s,te hubieres opuesto
oponerse,True,er,opon,subjuntivo,futuro perfecto,3s,se hubiere opuesto
oponerse,True,er,opon,subjuntivo,futuro perfecto,1p,nos hubiéremos opuesto
oponerse,True,er,opon,subjuntivo,futuro perfecto,2p,os hubiereis opuesto
oponerse,True,er,opon,subjuntivo,futuro perfecto,3p,se hubieren opuesto
oponerse,True,er,opon,subjuntivo,pluscuamperfecto,1s,me hubiera opuesto
oponerse,True,er,opon,subjuntivo,pluscuamperfecto,2s,te hubieras opuesto
oponerse,True,er,opon,subjuntivo,pluscuamperfecto,3s,se hubiera opuesto
oponerse,True,er,opon,subjuntivo,pluscuamperfecto,1p,nos hubiéramos opuesto
oponerse,True,er,opon,subjuntivo,pluscuamperfecto,2p,os hubierais opuesto
oponerse,True,er,opon,subjuntivo,pluscuamperfecto,3p,se hubieran opuesto
oponerse,True,er,opon,imperativo afirmativo,presente,1s,
oponerse,True,er,opon,imperativo afirmativo,presente,2s,oponte
oponerse,True,er,opon,imperativo afirmativo,presente,3s,oponeos
oponerse,True,er,opon,imperativo afirmativo,presente,1p,
oponerse,True,er,opon,imperativo afirmativo,presente,2p,opóngase
oponerse,True,er,opon,imperativo afirmativo,presente,3p,opónganse
oponerse,True,er,opon,imperativo negativo,presente,1s,
oponerse,True,er,opon,imperativo negativo,presente,2s,no te opongas
oponerse,True,er,opon,imperativo negativo,presente,3s,no os opongáis
oponerse,True,er,opon,imperativo negativo,presente,1p,
oponerse,True,er,opon,imperativo negativo,presente,2p,no se oponga
oponerse,True,er,opon,imperativo negativo,presente,3p,no se opongan
organizar,False,ar,organiz,indicativo,presente,1s,organizo
organizar,False,ar,organiz,indicativo,presente,2s,organizas
organizar,False,ar,organiz,indicativo,presente,3s,organiza
organizar,False,ar,organiz,indicativo,presente,1p,organizamos
organizar,False,ar,organiz,indicativo,presente,2p,organizáis
organizar,False,ar,organiz,indicativo,presente,3p,organizan
organizar,False,ar,organiz,indicativo,futuro,1s,organizaré
organizar,False,ar,organiz,indicativo,futuro,2s,organizarás
organizar,False,ar,organiz,indicativo,futuro,3s,organizará
organizar,False,ar,organiz,indicativo,futuro,1p,organizaremos
organizar,False,ar,organiz,indicativo,futuro,2p,organizaréis
organizar,False,ar,organiz,indicativo,futuro,3p,organizarán
organizar,False,ar,organiz,indicativo,imperfecto,1s,organizaba
organizar,False,ar,organiz,indicativo,imperfecto,2s,organizabas
organizar,False,ar,organiz,indicativo,imperfecto,3s,organizaba
organizar,False,ar,organiz,indicativo,imperfecto,1p,organizábamos
organizar,False,ar,organiz,indicativo,imperfecto,2p,organizabais
organizar,False,ar,organiz,indicativo,imperfecto,3p,organizaban
organizar,False,ar,organiz,indicativo,pretérito,1s,organicé
organizar,False,ar,organiz,indicativo,pretérito,2s,organizaste
organizar,False,ar,organiz,indicativo,pretérito,3s,organizó
organizar,False,ar,organiz,indicativo,pretérito,1p,organizamos
organizar,False,ar,organiz,indicativo,pretérito,2p,organizasteis
organizar,False,ar,organiz,indicativo,pretérito,3p,organizaron
organizar,False,ar,organiz,indicativo,condicional,1s,organizaría
organizar,False,ar,organiz,indicativo,condicional,2s,organizarías
organizar,False,ar,organiz,indicativo,condicional,3s,organizaría
organizar,False,ar,organiz,indicativo,condicional,1p,organizaríamos
organizar,False,ar,organiz,indicativo,condicional,2p,organizaríais
organizar,False,ar,organiz,indicativo,condicional,3p,organizarían
organizar,False,ar,organiz,indicativo,presente perfecto,1s,he organizado
organizar,False,ar,organiz,indicativo,presente perfecto,2s,has organizado
organizar,False,ar,organiz,indicativo,presente perfecto,3s,ha organizado
organizar,False,ar,organiz,indicativo,presente perfecto,1p,hemos organizado
organizar,False,ar,organiz,indicativo,presente perfecto,2p,habéis organizado
organizar,False,ar,organiz,indicativo,presente perfecto,3p,han organizado
organizar,False,ar,organiz,indicativo,futuro perfecto,1s,habré organizado
organizar,False,ar,organiz,indicativo,futuro perfecto,2s,habrás organizado
organizar,False,ar,organiz,indicativo,futuro perfecto,3s,habrá organizado
organizar,False,ar,organiz,indicativo,futuro perfecto,1p,habremos organizado
organizar,False,ar,organiz,indicativo,futuro perfecto,2p,habréis organizado
organizar,False,ar,organiz,indicativo,futuro perfecto,3p,habrán organizado
organizar,False,ar,organiz,indicativo,pluscuamperfecto,1s,había organizado
organizar,False,ar,organiz,indicativo,pluscuamperfecto,2s,habías organizado
organizar,False,ar,organiz,indicativo,pluscuamperfecto,3s,había organizado
organizar,False,ar,organiz,indicativo,pluscuamperfecto,1p,habíamos organizado
organizar,False,ar,organiz,indicativo,pluscuamperfecto,2p,habíais organizado
organizar,False,ar,organiz,indicativo,pluscuamperfecto,3p,habían organizado
organizar,False,ar,organiz,indicativo,condicional perfecto,1s,habría organizado
organizar,False,ar,organiz,indicativo,condicional perfecto,2s,habrías organizado
organizar,False,ar,organiz,indicativo,condicional perfecto,3s,habría organizado
organizar,False,ar,organiz,indicativo,condicional perfecto,1p,habríamos organizado
organizar,False,ar,organiz,indicativo,condicional perfecto,2p,habríais organizado
organizar,False,ar,organiz,indicativo,condicional perfecto,3p,habrían organizado
organizar,False,ar,organiz,subjuntivo,presente,1s,organice
organizar,False,ar,organiz,subjuntivo,presente,2s,organices
organizar,False,ar,organiz,subjuntivo,presente,3s,organice
organizar,False,ar,organiz,subjuntivo,presente,1p,organicemos
organizar,False,ar,organiz,subjuntivo,presente,2p,organicéis
organizar,False,ar,organiz,subjuntivo,presente,3p,organicen
organizar,False,ar,organiz,subjuntivo,imperfecto,1s,organizara
organizar,False,ar,organiz,subjuntivo,imperfecto,2s,organizaras
organizar,False,ar,organiz,subjuntivo,imperfecto,3s,organizara
organizar,False,ar,organiz,subjuntivo,imperfecto,1p,organizáramos
organizar,False,ar,organiz,subjuntivo,imperfecto,2p,organizarais
organizar,False,ar,organiz,subjuntivo,imperfecto,3p,organizaran
organizar,False,ar,organiz,subjuntivo,futuro,1s,organizare
organizar,False,ar,organiz,subjuntivo,futuro,2s,organizares
organizar,False,ar,organiz,subjuntivo,futuro,3s,organizare
organizar,False,ar,organiz,subjuntivo,futuro,1p,organizáremos
organizar,False,ar,organiz,subjuntivo,futuro,2p,organizareis
organizar,False,ar,organiz,subjuntivo,futuro,3p,organizaren
organizar,False,ar,organiz,subjuntivo,presente perfecto,1s,haya organizado
organizar,False,ar,organiz,subjuntivo,presente perfecto,2s,hayas organizado
organizar,False,ar,organiz,subjuntivo,presente perfecto,3s,haya organizado
organizar,False,ar,organiz,subjuntivo,presente perfecto,1p,hayamos organizado
organizar,False,ar,organiz,subjuntivo,presente perfecto,2p,hayáis organizado
organizar,False,ar,organiz,subjuntivo,presente perfecto,3p,hayan organizado
organizar,False,ar,organiz,subjuntivo,futuro perfecto,1s,hubiere organizado
organizar,False,ar,organiz,subjuntivo,futuro perfecto,2s,hubieres organizado
organizar,False,ar,organiz,subjuntivo,futuro perfecto,3s,hubiere organizado
organizar,False,ar,organiz,subjuntivo,futuro perfecto,1p,hubiéremos organizado
organizar,False,ar,organiz,subjuntivo,futuro perfecto,2p,hubiereis organizado
organizar,False,ar,organiz,subjuntivo,futuro perfecto,3p,hubieren organizado
querer,False,er,quer,indicativo,futuro,1s,querré
querer,False,er,quer,indicativo,futuro,2s,querrás
querer,False,er,quer,indicativo,futuro,3s,querrá
querer,False,er,quer,indicativo,futuro,1p,querremos
querer,False,er,quer,indicativo,futuro,2p,querréis
querer,False,er,quer,indicativo,futuro,3p,querrán
organizar,False,ar,organiz,subjuntivo,pluscuamperfecto,1s,hubiera organizado
organizar,False,ar,organiz,subjuntivo,pluscuamperfecto,2s,hubieras organizado
organizar,False,ar,organiz,subjuntivo,pluscuamperfecto,3s,hubiera organizado
organizar,False,ar,organiz,subjuntivo,pluscuamperfecto,1p,hubiéramos organizado
organizar,False,ar,organiz,subjuntivo,pluscuamperfecto,2p,hubierais organizado
organizar,False,ar,organiz,subjuntivo,pluscuamperfecto,3p,hubieran organizado
organizar,False,ar,organiz,imperativo afirmativo,presente,1s,
organizar,False,ar,organiz,imperativo afirmativo,presente,2s,organiza
organizar,False,ar,organiz,imperativo afirmativo,presente,3s,organizad
organizar,False,ar,organiz,imperativo afirmativo,presente,1p,
organizar,False,ar,organiz,imperativo afirmativo,presente,2p,organice
organizar,False,ar,organiz,imperativo afirmativo,presente,3p,organicen
organizar,False,ar,organiz,imperativo negativo,presente,1s,
organizar,False,ar,organiz,imperativo negativo,presente,2s,no organices
organizar,False,ar,organiz,imperativo negativo,presente,3s,no organicéis
organizar,False,ar,organiz,imperativo negativo,presente,1p,
organizar,False,ar,organiz,imperativo negativo,presente,2p,no organice
organizar,False,ar,organiz,imperativo negativo,presente,3p,no organicen
padecer,False,er,padec,indicativo,presente,1s,padezco
padecer,False,er,padec,indicativo,presente,2s,padeces
padecer,False,er,padec,indicativo,presente,3s,padece
padecer,False,er,padec,indicativo,presente,1p,padecemos
padecer,False,er,padec,indicativo,presente,2p,padecéis
padecer,False,er,padec,indicativo,presente,3p,padecen
padecer,False,er,padec,indicativo,futuro,1s,padeceré
padecer,False,er,padec,indicativo,futuro,2s,padecerás
padecer,False,er,padec,indicativo,futuro,3s,padecerá
padecer,False,er,padec,indicativo,futuro,1p,padeceremos
padecer,False,er,padec,indicativo,futuro,2p,padeceréis
padecer,False,er,padec,indicativo,futuro,3p,padecerán
padecer,False,er,padec,indicativo,imperfecto,1s,padecía
padecer,False,er,padec,indicativo,imperfecto,2s,padecías
padecer,False,er,padec,indicativo,imperfecto,3s,padecía
padecer,False,er,padec,indicativo,imperfecto,1p,padecíamos
padecer,False,er,padec,indicativo,imperfecto,2p,padecíais
padecer,False,er,padec,indicativo,imperfecto,3p,padecían
padecer,False,er,padec,indicativo,pretérito,1s,padecí
padecer,False,er,padec,indicativo,pretérito,2s,padeciste
padecer,False,er,padec,indicativo,pretérito,3s,padeció
padecer,False,er,padec,indicativo,pretérito,1p,padecimos
padecer,False,er,padec,indicativo,pretérito,2p,padecisteis
padecer,False,er,padec,indicativo,pretérito,3p,padecieron
padecer,False,er,padec,indicativo,condicional,1s,padecería
padecer,False,er,padec,indicativo,condicional,2s,padecerías
padecer,False,er,padec,indicativo,condicional,3s,padecería
padecer,False,er,padec,indicativo,condicional,1p,padeceríamos
padecer,False,er,padec,indicativo,condicional,2p,padeceríais
padecer,False,er,padec,indicativo,condicional,3p,padecerían
padecer,False,er,padec,indicativo,presente perfecto,1s,he padecido
padecer,False,er,padec,indicativo,presente perfecto,2s,has padecido
padecer,False,er,padec,indicativo,presente perfecto,3s,ha padecido
padecer,False,er,padec,indicativo,presente perfecto,1p,hemos padecido
padecer,False,er,padec,indicativo,presente perfecto,2p,habéis padecido
padecer,False,er,padec,indicativo,presente perfecto,3p,han padecido
padecer,False,er,padec,indicativo,futuro perfecto,1s,habré padecido
padecer,False,er,padec,indicativo,futuro perfecto,2s,habrás padecido
padecer,False,er,padec,indicativo,futuro perfecto,3s,habrá padecido
padecer,False,er,padec,indicativo,futuro perfecto,1p,habremos padecido
padecer,False,er,padec,indicativo,futuro perfecto,2p,habréis padecido
padecer,False,er,padec,indicativo,futuro perfecto,3p,habrán padecido
padecer,False,er,padec,indicativo,pluscuamperfecto,1s,había padecido
padecer,False,er,padec,indicativo,pluscuamperfecto,2s,habías padecido
padecer,False,er,padec,indicativo,pluscuamperfecto,3s,había padecido
padecer,False,er,padec,indicativo,pluscuamperfecto,1p,habíamos padecido
padecer,False,er,padec,indicativo,pluscuamperfecto,2p,habíais padecido
padecer,False,er,padec,indicativo,pluscuamperfecto,3p,habían padecido
padecer,False,er,padec,indicativo,condicional perfecto,1s,habría padecido
padecer,False,er,padec,indicativo,condicional perfecto,2s,habrías padecido
padecer,False,er,padec,indicativo,condicional perfecto,3s,habría padecido
padecer,False,er,padec,indicativo,condicional perfecto,1p,habríamos padecido
padecer,False,er,padec,indicativo,condicional perfecto,2p,habríais padecido
padecer,False,er,padec,indicativo,condicional perfecto,3p,habrían padecido
padecer,False,er,padec,subjuntivo,presente,1s,padezca
padecer,False,er,padec,subjuntivo,presente,2s,padezcas
padecer,False,er,padec,subjuntivo,presente,3s,padezca
padecer,False,er,padec,subjuntivo,presente,1p,padezcamos
padecer,False,er,padec,subjuntivo,presente,2p,padezcáis
padecer,False,er,padec,subjuntivo,presente,3p,padezcan
padecer,False,er,padec,subjuntivo,imperfecto,1s,padeciera
padecer,False,er,padec,subjuntivo,imperfecto,2s,padecieras
padecer,False,er,padec,subjuntivo,imperfecto,3s,padeciera
padecer,False,er,padec,subjuntivo,imperfecto,1p,padeciéramos
padecer,False,er,padec,subjuntivo,imperfecto,2p,padecierais
padecer,False,er,padec,subjuntivo,imperfecto,3p,padecieran
padecer,False,er,padec,subjuntivo,futuro,1s,padeciere
padecer,False,er,padec,subjuntivo,futuro,2s,padecieres
padecer,False,er,padec,subjuntivo,futuro,3s,padeciere
padecer,False,er,padec,subjuntivo,futuro,1p,padeciéremos
padecer,False,er,padec,subjuntivo,futuro,2p,padeciereis
padecer,False,er,padec,subjuntivo,futuro,3p,padecieren
padecer,False,er,padec,subjuntivo,presente perfecto,1s,haya padecido
padecer,False,er,padec,subjuntivo,presente perfecto,2s,hayas padecido
padecer,False,er,padec,subjuntivo,presente perfecto,3s,haya padecido
padecer,False,er,padec,subjuntivo,presente perfecto,1p,hayamos padecido
padecer,False,er,padec,subjuntivo,presente perfecto,2p,hayáis padecido
padecer,False,er,padec,subjuntivo,presente perfecto,3p,hayan padecido
padecer,False,er,padec,subjuntivo,futuro perfecto,1s,hubiere padecido
padecer,False,er,padec,subjuntivo,futuro perfecto,2s,hubieres padecido
padecer,False,er,padec,subjuntivo,futuro perfecto,3s,hubiere padecido
padecer,False,er,padec,subjuntivo,futuro perfecto,1p,hubiéremos padecido
padecer,False,er,padec,subjuntivo,futuro perfecto,2p,hubiereis padecido
padecer,False,er,padec,subjuntivo,futuro perfecto,3p,hubieren padecido
padecer,False,er,padec,subjuntivo,pluscuamperfecto,1s,hubiera padecido
padecer,False,er,padec,subjuntivo,pluscuamperfecto,2s,hubieras padecido
padecer,False,er,padec,subjuntivo,pluscuamperfecto,3s,hubiera padecido
padecer,False,er,padec,subjuntivo,pluscuamperfecto,1p,hubiéramos padecido
padecer,False,er,padec,subjuntivo,pluscuamperfecto,2p,hubierais padecido
padecer,False,er,padec,subjuntivo,pluscuamperfecto,3p,hubieran padecido
padecer,False,er,padec,imperativo afirmativo,presente,1s,
padecer,False,er,padec,imperativo afirmativo,presente,2s,padece
padecer,False,er,padec,imperativo afirmativo,presente,3s,padeced
padecer,False,er,padec,imperativo afirmativo,presente,1p,
padecer,False,er,padec,imperativo afirmativo,presente,2p,padezca
padecer,False,er,padec,imperativo afirmativo,presente,3p,padezcan
padecer,False,er,padec,imperativo negativo,presente,1s,
padecer,False,er,padec,imperativo negativo,presente,2s,no padezcas
padecer,False,er,padec,imperativo negativo,presente,3s,no padezcáis
padecer,False,er,padec,imperativo negativo,presente,1p,
padecer,False,er,padec,imperativo negativo,presente,2p,no padezca
padecer,False,er,padec,imperativo negativo,presente,3p,no padezcan
pagar,False,ar,pag,indicativo,presente,1s,pago
pagar,False,ar,pag,indicativo,presente,2s,pagas
pagar,False,ar,pag,indicativo,presente,3s,paga
pagar,False,ar,pag,indicativo,presente,1p,pagamos
pagar,False,ar,pag,indicativo,presente,2p,pagáis
pagar,False,ar,pag,indicativo,presente,3p,pagan
pagar,False,ar,pag,indicativo,futuro,1s,pagaré
pagar,False,ar,pag,indicativo,futuro,2s,pagarás
pagar,False,ar,pag,indicativo,futuro,3s,pagará
pagar,False,ar,pag,indicativo,futuro,1p,pagaremos
pagar,False,ar,pag,indicativo,futuro,2p,pagaréis
pagar,False,ar,pag,indicativo,futuro,3p,pagarán
pagar,False,ar,pag,indicativo,imperfecto,1s,pagaba
pagar,False,ar,pag,indicativo,imperfecto,2s,pagabas
pagar,False,ar,pag,indicativo,imperfecto,3s,pagaba
pagar,False,ar,pag,indicativo,imperfecto,1p,pagábamos
pagar,False,ar,pag,indicativo,imperfecto,2p,pagabais
pagar,False,ar,pag,indicativo,imperfecto,3p,pagaban
pagar,False,ar,pag,indicativo,pretérito,1s,pagué
pagar,False,ar,pag,indicativo,pretérito,2s,pagaste
pagar,False,ar,pag,indicativo,pretérito,3s,pagó
pagar,False,ar,pag,indicativo,pretérito,1p,pagamos
pagar,False,ar,pag,indicativo,pretérito,2p,pagasteis
pagar,False,ar,pag,indicativo,pretérito,3p,pagaron
pagar,False,ar,pag,indicativo,condicional,1s,pagaría
pagar,False,ar,pag,indicativo,condicional,2s,pagarías
pagar,False,ar,pag,indicativo,condicional,3s,pagaría
pagar,False,ar,pag,indicativo,condicional,1p,pagaríamos
pagar,False,ar,pag,indicativo,condicional,2p,pagaríais
pagar,False,ar,pag,indicativo,condicional,3p,pagarían
pagar,False,ar,pag,indicativo,presente perfecto,1s,he pagado
pagar,False,ar,pag,indicativo,presente perfecto,2s,has pagado
pagar,False,ar,pag,indicativo,presente perfecto,3s,ha pagado
pagar,False,ar,pag,indicativo,presente perfecto,1p,hemos pagado
pagar,False,ar,pag,indicativo,presente perfecto,2p,habéis pagado
pagar,False,ar,pag,indicativo,presente perfecto,3p,han pagado
pagar,False,ar,pag,indicativo,futuro perfecto,1s,habré pagado
pagar,False,ar,pag,indicativo,futuro perfecto,2s,habrás pagado
pagar,False,ar,pag,indicativo,futuro perfecto,3s,habrá pagado
pagar,False,ar,pag,indicativo,futuro perfecto,1p,habremos pagado
pagar,False,ar,pag,indicativo,futuro perfecto,2p,habréis pagado
pagar,False,ar,pag,indicativo,futuro perfecto,3p,habrán pagado
pagar,False,ar,pag,indicativo,pluscuamperfecto,1s,había pagado
pagar,False,ar,pag,indicativo,pluscuamperfecto,2s,habías pagado
pagar,False,ar,pag,indicativo,pluscuamperfecto,3s,había pagado
pagar,False,ar,pag,indicativo,pluscuamperfecto,1p,habíamos pagado
pagar,False,ar,pag,indicativo,pluscuamperfecto,2p,habíais pagado
pagar,False,ar,pag,indicativo,pluscuamperfecto,3p,habían pagado
pagar,False,ar,pag,indicativo,condicional perfecto,1s,habría pagado
pagar,False,ar,pag,indicativo,condicional perfecto,2s,habrías pagado
pagar,False,ar,pag,indicativo,condicional perfecto,3s,habría pagado
pagar,False,ar,pag,indicativo,condicional perfecto,1p,habríamos pagado
pagar,False,ar,pag,indicativo,condicional perfecto,2p,habríais pagado
pagar,False,ar,pag,indicativo,condicional perfecto,3p,habrían pagado
pagar,False,ar,pag,subjuntivo,presente,1s,pague
pagar,False,ar,pag,subjuntivo,presente,2s,pagues
pagar,False,ar,pag,subjuntivo,presente,3s,pague
pagar,False,ar,pag,subjuntivo,presente,1p,paguemos
pagar,False,ar,pag,subjuntivo,presente,2p,paguéis
pagar,False,ar,pag,subjuntivo,presente,3p,paguen
pagar,False,ar,pag,subjuntivo,imperfecto,1s,pagara
pagar,False,ar,pag,subjuntivo,imperfecto,2s,pagaras
pagar,False,ar,pag,subjuntivo,imperfecto,3s,pagara
pagar,False,ar,pag,subjuntivo,imperfecto,1p,pagáramos
pagar,False,ar,pag,subjuntivo,imperfecto,2p,pagarais
pagar,False,ar,pag,subjuntivo,imperfecto,3p,pagaran
pagar,False,ar,pag,subjuntivo,futuro,1s,pagare
pagar,False,ar,pag,subjuntivo,futuro,2s,pagares
pagar,False,ar,pag,subjuntivo,futuro,3s,pagare
pagar,False,ar,pag,subjuntivo,futuro,1p,pagáremos
pagar,False,ar,pag,subjuntivo,futuro,2p,pagareis
pagar,False,ar,pag,subjuntivo,futuro,3p,pagaren
pagar,False,ar,pag,subjuntivo,presente perfecto,1s,haya pagado
pagar,False,ar,pag,subjuntivo,presente perfecto,2s,hayas pagado
pagar,False,ar,pag,subjuntivo,presente perfecto,3s,haya pagado
pagar,False,ar,pag,subjuntivo,presente perfecto,1p,hayamos pagado
pagar,False,ar,pag,subjuntivo,presente perfecto,2p,hayáis pagado
pagar,False,ar,pag,subjuntivo,presente perfecto,3p,hayan pagado
pagar,False,ar,pag,subjuntivo,futuro perfecto,1s,hubiere pagado
pagar,False,ar,pag,subjuntivo,futuro perfecto,2s,hubieres pagado
pagar,False,ar,pag,subjuntivo,futuro perfecto,3s,hubiere pagado
pagar,False,ar,pag,subjuntivo,futuro perfecto,1p,hubiéremos pagado
pagar,False,ar,pag,subjuntivo,futuro perfecto,2p,hubiereis pagado
pagar,False,ar,pag,subjuntivo,futuro perfecto,3p,hubieren pagado
pagar,False,ar,pag,subjuntivo,pluscuamperfecto,1s,hubiera pagado
pagar,False,ar,pag,subjuntivo,pluscuamperfecto,2s,hubieras pagado
pagar,False,ar,pag,subjuntivo,pluscuamperfecto,3s,hubiera pagado
pagar,False,ar,pag,subjuntivo,pluscuamperfecto,1p,hubiéramos pagado
